text,entity_idx,start_pos,end_pos,score
"#TSCG Любителям порассуждать о дороговизне Тинькофф Автор: deep stack  Вчера Тинькофф представил результаты за 4кв и за 2020 год — 44.2 млрд чистая прибыль или +22% г/г. Результаты более чем отличные, и дело даже не в темпе роста за 20й год, а в ускорении роста по всем направлениям — кредиты, страхование, инвестиции, малый и средний бизнес, эквайринг и тп.  ➡️ Основные тезисы: — Рост кредитного портфеля на 2020й год 30%+ — Рост клиентов на 3.1м в 2020 году. Достижение цели в 20млн клиентов ожидается значительно раньше 2023 года — вероятно, что уже в этом году. Среднее количество новых клиентов в день = 25к, за 40 дней = 1млн. Оцените масштаб и скорость. Вы еще не клиент? — Космический рост инвестиционного бизнеса в 8 раз за год. Доля рынка активных клинетов более 60% (вы еще не клиент?). Рост ускоряется в 2021 году. — 37% прибыли от не кредитного бизнеса с увеличением до 40%+ в 2021 году — этот показатель напрямую влияет на рост мультипликатора p/e, тк не кредитный бизнес менее рисковый. — Прибыль в 4кв составила «всего» 12.3 млрд из-за роста издержек на 60% — Тинькофф «нажал на газ» и начал тратить значительно больше денег на привлечение клиентов, при этом сохраняя качество выручки — Чем больше клиентов в экосистеме, тем проще и дешевле кросс-продавать продукты — инвестиции, тинькофф мобайл, страховку (каско, осаго, дом, путешествия), кредиты и т.п. — Отмена дивидендов, чтобы иметь большую гибкость для инвестирования в рост и потенциальный M&A (поглощение компаний). Предсказуемое и не имеющее никакого значения для инвестора решение. Тинькофф — это не дивидендная акция, а акция роста.  ➡️ Риски: — Олег Тиньков находится под следствием по делу о неуплате налогов в США. Следующее заседание в марте. Это не влияет напрямую на банк, но, учитывая, что Олег — это «талисман» банка, акции могут негативно отреагировать в моменте или на промежутке времени. — Болезнь Олега Тинькова — Системные риски России — девальвация, санкции, нефть, и тп.",225,77,84,4
"#TSCG Любителям порассуждать о дороговизне Тинькофф Автор: deep stack  Вчера Тинькофф представил результаты за 4кв и за 2020 год — 44.2 млрд чистая прибыль или +22% г/г. Результаты более чем отличные, и дело даже не в темпе роста за 20й год, а в ускорении роста по всем направлениям — кредиты, страхование, инвестиции, малый и средний бизнес, эквайринг и тп.  ➡️ Основные тезисы: — Рост кредитного портфеля на 2020й год 30%+ — Рост клиентов на 3.1м в 2020 году. Достижение цели в 20млн клиентов ожидается значительно раньше 2023 года — вероятно, что уже в этом году. Среднее количество новых клиентов в день = 25к, за 40 дней = 1млн. Оцените масштаб и скорость. Вы еще не клиент? — Космический рост инвестиционного бизнеса в 8 раз за год. Доля рынка активных клинетов более 60% (вы еще не клиент?). Рост ускоряется в 2021 году. — 37% прибыли от не кредитного бизнеса с увеличением до 40%+ в 2021 году — этот показатель напрямую влияет на рост мультипликатора p/e, тк не кредитный бизнес менее рисковый. — Прибыль в 4кв составила «всего» 12.3 млрд из-за роста издержек на 60% — Тинькофф «нажал на газ» и начал тратить значительно больше денег на привлечение клиентов, при этом сохраняя качество выручки — Чем больше клиентов в экосистеме, тем проще и дешевле кросс-продавать продукты — инвестиции, тинькофф мобайл, страховку (каско, осаго, дом, путешествия), кредиты и т.п. — Отмена дивидендов, чтобы иметь большую гибкость для инвестирования в рост и потенциальный M&A (поглощение компаний). Предсказуемое и не имеющее никакого значения для инвестора решение. Тинькофф — это не дивидендная акция, а акция роста.  ➡️ Риски: — Олег Тиньков находится под следствием по делу о неуплате налогов в США. Следующее заседание в марте. Это не влияет напрямую на банк, но, учитывая, что Олег — это «талисман» банка, акции могут негативно отреагировать в моменте или на промежутке времени. — Болезнь Олега Тинькова — Системные риски России — девальвация, санкции, нефть, и тп.",225,1077,1084,4
"#TSCG Любителям порассуждать о дороговизне Тинькофф Автор: deep stack  Вчера Тинькофф представил результаты за 4кв и за 2020 год — 44.2 млрд чистая прибыль или +22% г/г. Результаты более чем отличные, и дело даже не в темпе роста за 20й год, а в ускорении роста по всем направлениям — кредиты, страхование, инвестиции, малый и средний бизнес, эквайринг и тп.  ➡️ Основные тезисы: — Рост кредитного портфеля на 2020й год 30%+ — Рост клиентов на 3.1м в 2020 году. Достижение цели в 20млн клиентов ожидается значительно раньше 2023 года — вероятно, что уже в этом году. Среднее количество новых клиентов в день = 25к, за 40 дней = 1млн. Оцените масштаб и скорость. Вы еще не клиент? — Космический рост инвестиционного бизнеса в 8 раз за год. Доля рынка активных клинетов более 60% (вы еще не клиент?). Рост ускоряется в 2021 году. — 37% прибыли от не кредитного бизнеса с увеличением до 40%+ в 2021 году — этот показатель напрямую влияет на рост мультипликатора p/e, тк не кредитный бизнес менее рисковый. — Прибыль в 4кв составила «всего» 12.3 млрд из-за роста издержек на 60% — Тинькофф «нажал на газ» и начал тратить значительно больше денег на привлечение клиентов, при этом сохраняя качество выручки — Чем больше клиентов в экосистеме, тем проще и дешевле кросс-продавать продукты — инвестиции, тинькофф мобайл, страховку (каско, осаго, дом, путешествия), кредиты и т.п. — Отмена дивидендов, чтобы иметь большую гибкость для инвестирования в рост и потенциальный M&A (поглощение компаний). Предсказуемое и не имеющее никакого значения для инвестора решение. Тинькофф — это не дивидендная акция, а акция роста.  ➡️ Риски: — Олег Тиньков находится под следствием по делу о неуплате налогов в США. Следующее заседание в марте. Это не влияет напрямую на банк, но, учитывая, что Олег — это «талисман» банка, акции могут негативно отреагировать в моменте или на промежутке времени. — Болезнь Олега Тинькова — Системные риски России — девальвация, санкции, нефть, и тп.",44,1096,1098,3
"#TSCG Любителям порассуждать о дороговизне Тинькофф Автор: deep stack  Вчера Тинькофф представил результаты за 4кв и за 2020 год — 44.2 млрд чистая прибыль или +22% г/г. Результаты более чем отличные, и дело даже не в темпе роста за 20й год, а в ускорении роста по всем направлениям — кредиты, страхование, инвестиции, малый и средний бизнес, эквайринг и тп.  ➡️ Основные тезисы: — Рост кредитного портфеля на 2020й год 30%+ — Рост клиентов на 3.1м в 2020 году. Достижение цели в 20млн клиентов ожидается значительно раньше 2023 года — вероятно, что уже в этом году. Среднее количество новых клиентов в день = 25к, за 40 дней = 1млн. Оцените масштаб и скорость. Вы еще не клиент? — Космический рост инвестиционного бизнеса в 8 раз за год. Доля рынка активных клинетов более 60% (вы еще не клиент?). Рост ускоряется в 2021 году. — 37% прибыли от не кредитного бизнеса с увеличением до 40%+ в 2021 году — этот показатель напрямую влияет на рост мультипликатора p/e, тк не кредитный бизнес менее рисковый. — Прибыль в 4кв составила «всего» 12.3 млрд из-за роста издержек на 60% — Тинькофф «нажал на газ» и начал тратить значительно больше денег на привлечение клиентов, при этом сохраняя качество выручки — Чем больше клиентов в экосистеме, тем проще и дешевле кросс-продавать продукты — инвестиции, тинькофф мобайл, страховку (каско, осаго, дом, путешествия), кредиты и т.п. — Отмена дивидендов, чтобы иметь большую гибкость для инвестирования в рост и потенциальный M&A (поглощение компаний). Предсказуемое и не имеющее никакого значения для инвестора решение. Тинькофф — это не дивидендная акция, а акция роста.  ➡️ Риски: — Олег Тиньков находится под следствием по делу о неуплате налогов в США. Следующее заседание в марте. Это не влияет напрямую на банк, но, учитывая, что Олег — это «талисман» банка, акции могут негативно отреагировать в моменте или на промежутке времени. — Болезнь Олега Тинькова — Системные риски России — девальвация, санкции, нефть, и тп.",225,1297,1304,4
"#TSCG Любителям порассуждать о дороговизне Тинькофф Автор: deep stack  Вчера Тинькофф представил результаты за 4кв и за 2020 год — 44.2 млрд чистая прибыль или +22% г/г. Результаты более чем отличные, и дело даже не в темпе роста за 20й год, а в ускорении роста по всем направлениям — кредиты, страхование, инвестиции, малый и средний бизнес, эквайринг и тп.  ➡️ Основные тезисы: — Рост кредитного портфеля на 2020й год 30%+ — Рост клиентов на 3.1м в 2020 году. Достижение цели в 20млн клиентов ожидается значительно раньше 2023 года — вероятно, что уже в этом году. Среднее количество новых клиентов в день = 25к, за 40 дней = 1млн. Оцените масштаб и скорость. Вы еще не клиент? — Космический рост инвестиционного бизнеса в 8 раз за год. Доля рынка активных клинетов более 60% (вы еще не клиент?). Рост ускоряется в 2021 году. — 37% прибыли от не кредитного бизнеса с увеличением до 40%+ в 2021 году — этот показатель напрямую влияет на рост мультипликатора p/e, тк не кредитный бизнес менее рисковый. — Прибыль в 4кв составила «всего» 12.3 млрд из-за роста издержек на 60% — Тинькофф «нажал на газ» и начал тратить значительно больше денег на привлечение клиентов, при этом сохраняя качество выручки — Чем больше клиентов в экосистеме, тем проще и дешевле кросс-продавать продукты — инвестиции, тинькофф мобайл, страховку (каско, осаго, дом, путешествия), кредиты и т.п. — Отмена дивидендов, чтобы иметь большую гибкость для инвестирования в рост и потенциальный M&A (поглощение компаний). Предсказуемое и не имеющее никакого значения для инвестора решение. Тинькофф — это не дивидендная акция, а акция роста.  ➡️ Риски: — Олег Тиньков находится под следствием по делу о неуплате налогов в США. Следующее заседание в марте. Это не влияет напрямую на банк, но, учитывая, что Олег — это «талисман» банка, акции могут негативно отреагировать в моменте или на промежутке времени. — Болезнь Олега Тинькова — Системные риски России — девальвация, санкции, нефть, и тп.",225,1560,1567,4
"​​Что не так с нашими акциями? Автор: $100  Развиваю тему неденежной оценки инвестиционных активов. Сегодня предлагаю посмотреть и сравнить содержание нефти и золота в фондовых индексах S&P500 и IMOEX.  • Сразу переходим к делу (рис. 1)  Видим, что за 12 лет количество нефти в индексе S&P500 выросло в три раза — с 15 до 45 баррелей. Таким образом, за 12 лет каждый владелец диверсифицированного портфеля американских акций стал иметь в 3 раза больше нефти (которая еще и выросла в долларах за это время).   • Смотрим измерение в золоте (рис. 2)  Это измерение показывает, что за 12 лет количество золота в индексе S&P500 выросло примерно в 2 раза — с 1 до 2 тройских унций. Таким образом, за 12 лет каждый владелец диверсифицированного портфеля американских акций стал иметь не только в 3 раза больше нефти, но и в 2 раза больше золота (которое тоже выросло в долларах за это время).  • А что с нашим индексом? Смотрим (рис. 3)  Видим, что за 12 лет среднее количество нефти в российском индексе примерно равно половине бочки нефти с колебаниями вокруг этого значения. Видимо, такова цена России в глазах инвесторов.   • Но для надежности, надо посмотреть на IMOEX в золоте (рис. 4)  Тут все совсем печально. За 12 лет количество золота в российских акциях упало примерно в 3 раза — с 0.043 до 0.016 тройской унции.  📌Итого, за 12 лет:  🔸Владелец американских акций вырос в нефти в 3 раза, в золоте — в 2 раза.  🔸Владелец российских акций остался с половиной бочки нефти и похудел в золоте в 3 раза.  Три вопроса мыслящим читателям:  • Что не так с российскими акциями? • Кто виноват? • Что делать?  Добро пожаловать в комменты)) https://smart-lab.ru/blog/866052.php",103,195,199,2
"​​Что не так с нашими акциями? Автор: $100  Развиваю тему неденежной оценки инвестиционных активов. Сегодня предлагаю посмотреть и сравнить содержание нефти и золота в фондовых индексах S&P500 и IMOEX.  • Сразу переходим к делу (рис. 1)  Видим, что за 12 лет количество нефти в индексе S&P500 выросло в три раза — с 15 до 45 баррелей. Таким образом, за 12 лет каждый владелец диверсифицированного портфеля американских акций стал иметь в 3 раза больше нефти (которая еще и выросла в долларах за это время).   • Смотрим измерение в золоте (рис. 2)  Это измерение показывает, что за 12 лет количество золота в индексе S&P500 выросло примерно в 2 раза — с 1 до 2 тройских унций. Таким образом, за 12 лет каждый владелец диверсифицированного портфеля американских акций стал иметь не только в 3 раза больше нефти, но и в 2 раза больше золота (которое тоже выросло в долларах за это время).  • А что с нашим индексом? Смотрим (рис. 3)  Видим, что за 12 лет среднее количество нефти в российском индексе примерно равно половине бочки нефти с колебаниями вокруг этого значения. Видимо, такова цена России в глазах инвесторов.   • Но для надежности, надо посмотреть на IMOEX в золоте (рис. 4)  Тут все совсем печально. За 12 лет количество золота в российских акциях упало примерно в 3 раза — с 0.043 до 0.016 тройской унции.  📌Итого, за 12 лет:  🔸Владелец американских акций вырос в нефти в 3 раза, в золоте — в 2 раза.  🔸Владелец российских акций остался с половиной бочки нефти и похудел в золоте в 3 раза.  Три вопроса мыслящим читателям:  • Что не так с российскими акциями? • Кто виноват? • Что делать?  Добро пожаловать в комменты)) https://smart-lab.ru/blog/866052.php",103,1161,1165,2
"​Акрон (AKRN) - обзор отчета по РСБУ и анализ ситуации в секторе удобрений  • Капитализация: 700 млрд ₽ / 19100₽ за акцию • Выручка TTM (РСБУ): 152,5 млрд ₽ • Операционная прибыль ТТМ (РСБУ): 75 млрд ₽ • Чистая прибыль ТТМ (РСБУ): 46,4 млрд ₽ • P/E ТТМ РСБУ:15 • fwd дивиденд 2023: 4%  Основным направлением деятельности является производство аммиака, азотных и сложных удобрений, а также продукции органического синтеза и неорганической химии.  Отдельно результаты за 1 квартал 2023г: • Выручка: 38 млрд ₽ (-42,4% г/г) • Валовая прибыль: 20,5 млрд ₽ (-58,1% г/г) • Чистая прибыль: 13,8 млрд ₽ (-64,8% г/г)  Компания не публикует отчеты по МСФО с 3кв 2021г. Исторически РСБУ и МСФО почти полностью совпадают по чистой прибыли, а по выручке разнятся на 60%.  Если такая корреляция между МСФО и РСБУ до сих пор сохраняется, то мы увидим падение чистой прибыли на 65% г/г. Цены на удобрения по-прежнему продолжают падать, что и выступает основным драйвером такого снижения прибыли.  По итогам 2022г около 86% выручки компании приходилось на экспорт. Акрон сейчас один из основных бенефициаров ослабления курса рубля.  Чистая денежная позиция по состоянию на конец 1кв 2023г составляла 53,5 млрд рублей. Баланс в отличном состоянии, финансовые риски минимальные.  Казначейский пакет в 9,3% от всех акций компании был погашен в конце 2022г. Это позитивно для миноритарных акционеров.  Выплата дивидендов по итогам 2022г была отменена. Такое решение принималось так как один из основных акционеров компании, Вячеслав Кантор, не мог получить эти выплаты на свою офшорную компанию. Решение о возобновлении выплат будет зависеть от сроков редомициляции этого офшора.  Однако, если реализуется самый  оптимистичный сценарий и Акрон будет выплачивать дивиденды в 2023м году, то размер выплат может быть равен даже чистой денежной позиции, что подразумевает выплату более около 7,5% к текущей цене. В нормальном сценарии дивиденды я бы ждал выплат по итогам 2023 года около 4% к текущей цене.  По неподтверждённой информации, Минфин готовит новый механизм расчета пошлины на удобрения так как с начала 2023г в рамках старого механизма удалось собрать только 5 млрд рублей при запланированных 120 млрд (на весь 2023г).   Чтобы не попадать под текущую цену отсечки для сбора пошлины, компании экспортирует более простые варианты удобрений, которые стоят дешевле.  Если власти решат дополучить ранее запланированные 120 млрд через другие механизмы, это очевидно приведёт к более низкой чистой прибыли Акрона и Фосагро. На Акрон может приходится около 20-25 млрд дополнительных расходов по налоговым пошлинам (в том или ином виде).  Выводы: Ситуация на мировом рынке удобрений ухудшается, цикл высоких цен подходит к концу. Нужно осознавать, что при нормальных ценах на удобрения, Акрон зарабатывал по МСФО всего около 35 млрд по EBITDA.   Текущие цены на газ способствуют возобновлению мощностей по производству удобрений, что негативно влияет на уровень цен. Пока никаких причин для изменений такой ситуации, я не вижу. В то же время в РФ у нас растут налоговые риски и я уверен, что в итоге они реализуются, вопрос времени.  Акции Акрона всё ещё переоценены и никаких значимых драйверов роста бизнеса на 2023г я не вижу. Адекватная цена для компании — это не более 15500 рублей, оценку пересмотрел в бОльшую сторону из-за погашения казначейского пакета.  Автор: TAUREN  #AKRN держите? 🔥— держим! 🐳— нееее...",24,8,11,2
"​Акрон (AKRN) - обзор отчета по РСБУ и анализ ситуации в секторе удобрений  • Капитализация: 700 млрд ₽ / 19100₽ за акцию • Выручка TTM (РСБУ): 152,5 млрд ₽ • Операционная прибыль ТТМ (РСБУ): 75 млрд ₽ • Чистая прибыль ТТМ (РСБУ): 46,4 млрд ₽ • P/E ТТМ РСБУ:15 • fwd дивиденд 2023: 4%  Основным направлением деятельности является производство аммиака, азотных и сложных удобрений, а также продукции органического синтеза и неорганической химии.  Отдельно результаты за 1 квартал 2023г: • Выручка: 38 млрд ₽ (-42,4% г/г) • Валовая прибыль: 20,5 млрд ₽ (-58,1% г/г) • Чистая прибыль: 13,8 млрд ₽ (-64,8% г/г)  Компания не публикует отчеты по МСФО с 3кв 2021г. Исторически РСБУ и МСФО почти полностью совпадают по чистой прибыли, а по выручке разнятся на 60%.  Если такая корреляция между МСФО и РСБУ до сих пор сохраняется, то мы увидим падение чистой прибыли на 65% г/г. Цены на удобрения по-прежнему продолжают падать, что и выступает основным драйвером такого снижения прибыли.  По итогам 2022г около 86% выручки компании приходилось на экспорт. Акрон сейчас один из основных бенефициаров ослабления курса рубля.  Чистая денежная позиция по состоянию на конец 1кв 2023г составляла 53,5 млрд рублей. Баланс в отличном состоянии, финансовые риски минимальные.  Казначейский пакет в 9,3% от всех акций компании был погашен в конце 2022г. Это позитивно для миноритарных акционеров.  Выплата дивидендов по итогам 2022г была отменена. Такое решение принималось так как один из основных акционеров компании, Вячеслав Кантор, не мог получить эти выплаты на свою офшорную компанию. Решение о возобновлении выплат будет зависеть от сроков редомициляции этого офшора.  Однако, если реализуется самый  оптимистичный сценарий и Акрон будет выплачивать дивиденды в 2023м году, то размер выплат может быть равен даже чистой денежной позиции, что подразумевает выплату более около 7,5% к текущей цене. В нормальном сценарии дивиденды я бы ждал выплат по итогам 2023 года около 4% к текущей цене.  По неподтверждённой информации, Минфин готовит новый механизм расчета пошлины на удобрения так как с начала 2023г в рамках старого механизма удалось собрать только 5 млрд рублей при запланированных 120 млрд (на весь 2023г).   Чтобы не попадать под текущую цену отсечки для сбора пошлины, компании экспортирует более простые варианты удобрений, которые стоят дешевле.  Если власти решат дополучить ранее запланированные 120 млрд через другие механизмы, это очевидно приведёт к более низкой чистой прибыли Акрона и Фосагро. На Акрон может приходится около 20-25 млрд дополнительных расходов по налоговым пошлинам (в том или ином виде).  Выводы: Ситуация на мировом рынке удобрений ухудшается, цикл высоких цен подходит к концу. Нужно осознавать, что при нормальных ценах на удобрения, Акрон зарабатывал по МСФО всего около 35 млрд по EBITDA.   Текущие цены на газ способствуют возобновлению мощностей по производству удобрений, что негативно влияет на уровень цен. Пока никаких причин для изменений такой ситуации, я не вижу. В то же время в РФ у нас растут налоговые риски и я уверен, что в итоге они реализуются, вопрос времени.  Акции Акрона всё ещё переоценены и никаких значимых драйверов роста бизнеса на 2023г я не вижу. Адекватная цена для компании — это не более 15500 рублей, оценку пересмотрел в бОльшую сторону из-за погашения казначейского пакета.  Автор: TAUREN  #AKRN держите? 🔥— держим! 🐳— нееее...",24,3358,3361,2
"​Акрон (AKRN) - обзор отчета по РСБУ и анализ ситуации в секторе удобрений  • Капитализация: 700 млрд ₽ / 19100₽ за акцию • Выручка TTM (РСБУ): 152,5 млрд ₽ • Операционная прибыль ТТМ (РСБУ): 75 млрд ₽ • Чистая прибыль ТТМ (РСБУ): 46,4 млрд ₽ • P/E ТТМ РСБУ:15 • fwd дивиденд 2023: 4%  Основным направлением деятельности является производство аммиака, азотных и сложных удобрений, а также продукции органического синтеза и неорганической химии.  Отдельно результаты за 1 квартал 2023г: • Выручка: 38 млрд ₽ (-42,4% г/г) • Валовая прибыль: 20,5 млрд ₽ (-58,1% г/г) • Чистая прибыль: 13,8 млрд ₽ (-64,8% г/г)  Компания не публикует отчеты по МСФО с 3кв 2021г. Исторически РСБУ и МСФО почти полностью совпадают по чистой прибыли, а по выручке разнятся на 60%.  Если такая корреляция между МСФО и РСБУ до сих пор сохраняется, то мы увидим падение чистой прибыли на 65% г/г. Цены на удобрения по-прежнему продолжают падать, что и выступает основным драйвером такого снижения прибыли.  По итогам 2022г около 86% выручки компании приходилось на экспорт. Акрон сейчас один из основных бенефициаров ослабления курса рубля.  Чистая денежная позиция по состоянию на конец 1кв 2023г составляла 53,5 млрд рублей. Баланс в отличном состоянии, финансовые риски минимальные.  Казначейский пакет в 9,3% от всех акций компании был погашен в конце 2022г. Это позитивно для миноритарных акционеров.  Выплата дивидендов по итогам 2022г была отменена. Такое решение принималось так как один из основных акционеров компании, Вячеслав Кантор, не мог получить эти выплаты на свою офшорную компанию. Решение о возобновлении выплат будет зависеть от сроков редомициляции этого офшора.  Однако, если реализуется самый  оптимистичный сценарий и Акрон будет выплачивать дивиденды в 2023м году, то размер выплат может быть равен даже чистой денежной позиции, что подразумевает выплату более около 7,5% к текущей цене. В нормальном сценарии дивиденды я бы ждал выплат по итогам 2023 года около 4% к текущей цене.  По неподтверждённой информации, Минфин готовит новый механизм расчета пошлины на удобрения так как с начала 2023г в рамках старого механизма удалось собрать только 5 млрд рублей при запланированных 120 млрд (на весь 2023г).   Чтобы не попадать под текущую цену отсечки для сбора пошлины, компании экспортирует более простые варианты удобрений, которые стоят дешевле.  Если власти решат дополучить ранее запланированные 120 млрд через другие механизмы, это очевидно приведёт к более низкой чистой прибыли Акрона и Фосагро. На Акрон может приходится около 20-25 млрд дополнительных расходов по налоговым пошлинам (в том или ином виде).  Выводы: Ситуация на мировом рынке удобрений ухудшается, цикл высоких цен подходит к концу. Нужно осознавать, что при нормальных ценах на удобрения, Акрон зарабатывал по МСФО всего около 35 млрд по EBITDA.   Текущие цены на газ способствуют возобновлению мощностей по производству удобрений, что негативно влияет на уровень цен. Пока никаких причин для изменений такой ситуации, я не вижу. В то же время в РФ у нас растут налоговые риски и я уверен, что в итоге они реализуются, вопрос времени.  Акции Акрона всё ещё переоценены и никаких значимых драйверов роста бизнеса на 2023г я не вижу. Адекватная цена для компании — это не более 15500 рублей, оценку пересмотрел в бОльшую сторону из-за погашения казначейского пакета.  Автор: TAUREN  #AKRN держите? 🔥— держим! 🐳— нееее...",24,1,5,2
"​Акрон (AKRN) - обзор отчета по РСБУ и анализ ситуации в секторе удобрений  • Капитализация: 700 млрд ₽ / 19100₽ за акцию • Выручка TTM (РСБУ): 152,5 млрд ₽ • Операционная прибыль ТТМ (РСБУ): 75 млрд ₽ • Чистая прибыль ТТМ (РСБУ): 46,4 млрд ₽ • P/E ТТМ РСБУ:15 • fwd дивиденд 2023: 4%  Основным направлением деятельности является производство аммиака, азотных и сложных удобрений, а также продукции органического синтеза и неорганической химии.  Отдельно результаты за 1 квартал 2023г: • Выручка: 38 млрд ₽ (-42,4% г/г) • Валовая прибыль: 20,5 млрд ₽ (-58,1% г/г) • Чистая прибыль: 13,8 млрд ₽ (-64,8% г/г)  Компания не публикует отчеты по МСФО с 3кв 2021г. Исторически РСБУ и МСФО почти полностью совпадают по чистой прибыли, а по выручке разнятся на 60%.  Если такая корреляция между МСФО и РСБУ до сих пор сохраняется, то мы увидим падение чистой прибыли на 65% г/г. Цены на удобрения по-прежнему продолжают падать, что и выступает основным драйвером такого снижения прибыли.  По итогам 2022г около 86% выручки компании приходилось на экспорт. Акрон сейчас один из основных бенефициаров ослабления курса рубля.  Чистая денежная позиция по состоянию на конец 1кв 2023г составляла 53,5 млрд рублей. Баланс в отличном состоянии, финансовые риски минимальные.  Казначейский пакет в 9,3% от всех акций компании был погашен в конце 2022г. Это позитивно для миноритарных акционеров.  Выплата дивидендов по итогам 2022г была отменена. Такое решение принималось так как один из основных акционеров компании, Вячеслав Кантор, не мог получить эти выплаты на свою офшорную компанию. Решение о возобновлении выплат будет зависеть от сроков редомициляции этого офшора.  Однако, если реализуется самый  оптимистичный сценарий и Акрон будет выплачивать дивиденды в 2023м году, то размер выплат может быть равен даже чистой денежной позиции, что подразумевает выплату более около 7,5% к текущей цене. В нормальном сценарии дивиденды я бы ждал выплат по итогам 2023 года около 4% к текущей цене.  По неподтверждённой информации, Минфин готовит новый механизм расчета пошлины на удобрения так как с начала 2023г в рамках старого механизма удалось собрать только 5 млрд рублей при запланированных 120 млрд (на весь 2023г).   Чтобы не попадать под текущую цену отсечки для сбора пошлины, компании экспортирует более простые варианты удобрений, которые стоят дешевле.  Если власти решат дополучить ранее запланированные 120 млрд через другие механизмы, это очевидно приведёт к более низкой чистой прибыли Акрона и Фосагро. На Акрон может приходится около 20-25 млрд дополнительных расходов по налоговым пошлинам (в том или ином виде).  Выводы: Ситуация на мировом рынке удобрений ухудшается, цикл высоких цен подходит к концу. Нужно осознавать, что при нормальных ценах на удобрения, Акрон зарабатывал по МСФО всего около 35 млрд по EBITDA.   Текущие цены на газ способствуют возобновлению мощностей по производству удобрений, что негативно влияет на уровень цен. Пока никаких причин для изменений такой ситуации, я не вижу. В то же время в РФ у нас растут налоговые риски и я уверен, что в итоге они реализуются, вопрос времени.  Акции Акрона всё ещё переоценены и никаких значимых драйверов роста бизнеса на 2023г я не вижу. Адекватная цена для компании — это не более 15500 рублей, оценку пересмотрел в бОльшую сторону из-за погашения казначейского пакета.  Автор: TAUREN  #AKRN держите? 🔥— держим! 🐳— нееее...",9,399,419,3
